"naic","company_name","ratio","upheld_complaints","question_of_fact_complaints","not_upheld_complaints","total_complaints","premiums_written_in_millions","rank","filing_year"
"28188","TravCo Insurance Company","0","0","0","0","0","4.88","47","2019"
"11000","Sentinel Insurance Company, Ltd.","0","0","0","0","0","4.54","48","2019"
"15130","Encompass Indemnity Company","0","0","0","1","1","4.3","49","2019"
"25682","Travelers Indemnity Company of Connecticut","0","0","0","0","0","3.98","50","2019"
"15210","Sterling Insurance Company","0","0","0","1","1","3.98","51","2019"
"10723","Nationwide Assurance Company","0","0","1","1","2","3.65","52","2019"
"20052","National Liability & Fire Insurance Company","0","0","0","3","3","3.05","53","2019"
"19429","Insurance Company of the State of Pennsylvania","0","0","0","0","0","2.82","54","2019"
"25615","Charter Oak Fire Insurance Company","0","0","0","0","0","2.79","55","2019"
"10072","Encompass Property and Casualty Company","0","0","0","0","0","2.25","56","2019"
"10806","Farmers New Century Insurance Company","0","0","0","0","0","2.23","57","2019"
"20397","Vigilant Insurance Company","0","0","0","0","0","2.22","58","2019"
"25232","21st Century Advantage Insurance Company","0","0","1","0","1","2.2","59","2019"
"23647","Ironshore Indemnity Inc.","0","0","0","0","0","1.93","60","2019"
"22357","Hartford Accident and Indemnity Company","0","0","0","0","0","1.64","61","2019"
"31534","Citizens Insurance Company of America","0","0","0","0","0","1.55","62","2019"
"19682","Hartford Fire Insurance Company","0","0","0","0","0","1.53","63","2019"
"38628","Progressive Northern Insurance Company","0","0","0","0","0","1.45","64","2019"
"25658","Travelers Indemnity Company","0","0","1","2","3","1.42","65","2019"
"24414","General Casualty Company of Wisconsin","0","0","0","0","0","1.41","66","2019"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","0","0","1.32","67","2019"
"41513","Foremost Signature Insurance Company","0","0","0","0","0","1.24","68","2019"
"36170","Travelers Casualty Company of Connecticut","0","0","0","0","0","1.24","69","2019"
"42404","Liberty Insurance Corporation","0","0","0","1","1","1.23","70","2019"
"21709","Truck Insurance Exchange","0","0","0","0","0","1.23","71","2019"
"21164","Dairyland Insurance Company","0","0","0","0","0","1.2","72","2019"
"19615","American Reliable Insurance Company","0","0","0","0","0","1.12","73","2019"
"41483","Farmington Casualty Company","0","0","0","1","1","1.06","74","2019"
"22268","Infinity Insurance Company","0","0","0","1","1","1.03","75","2019"
"35882","GEICO General Insurance Company","0","5","12","45","62","2654.76","76","2019"
"22063","Government Employees Insurance Company","0","3","43","65","111","743.44","77","2019"
"22055","GEICO Indemnity Company","0.01","6","57","137","200","1177.2","78","2019"
"12583","Adirondack Insurance Exchange","0.01","1","8","11","20","108.29","79","2019"
"14834","New York Central Mutual Fire Insurance Company","0.01","3","18","34","55","313.81","80","2019"
"34339","Metropolitan Group Property and Casualty Insurance Company","0.01","1","4","4","9","101.71","81","2019"
"11851","Progressive Advanced Insurance Company","0.01","5","23","64","92","420.53","82","2019"
"38130","Travelers Personal Insurance Company","0.01","4","5","10","19","306.47","83","2019"
"10212","Allmerica Financial Alliance Insurance Company","0.01","1","3","5","9","71.33","84","2019"
"23035","Liberty Mutual Fire Insurance Company","0.02","3","10","15","28","191.23","85","2019"
"32786","Progressive Specialty Insurance Company","0.02","4","17","35","56","254.22","86","2019"
"23787","Nationwide Mutual Insurance Company","0.02","1","4","7","12","61.37","87","2019"
"27998","Travelers Home and Marine Insurance Company","0.02","2","6","7","15","120.5","88","2019"
"36447","LM General Insurance Company","0.02","8","18","66","92","420.2","89","2019"
"24279","Progressive Max Insurance Company","0.02","4","21","39","64","201.16","90","2019"
"16233","Erie Insurance Company of New York","0.02","1","5","10","16","49.87","91","2019"
"26093","Nationwide Affinity Insurance Company of America","0.02","3","9","19","31","130.8","92","2019"
"19976","Amica Mutual Insurance Company","0.02","2","2","3","7","84.84","93","2019"
"19704","American States Insurance Company","0.02","3","12","16","31","123.58","94","2019"
"25941","United Services Automobile Association","0.02","3","4","9","16","120.03","95","2019"
"21687","Mid-Century Insurance Company","0.03","2","8","17","27","76.76","96","2019"
"25712","Esurance Insurance Company","0.03","1","4","11","16","37.98","97","2019"
"15024","Preferred Mutual Insurance Company","0.03","2","4","10","16","67.17","98","2019"
"25674","Travelers Property Casualty Company of America","0.03","1","1","3","5","32.37","99","2019"
"25178","State Farm Mutual Automobile Insurance Company","0.03","51","119","145","315","1595.57","100","2019"
"30210","Esurance Property and Casualty Insurance Company","0.03","1","0","8","9","30.65","101","2019"
"29424","Hartford Casualty Insurance Company","0.03","1","1","6","8","30.24","102","2019"
"24260","Progressive Casualty Insurance Company","0.04","22","48","74","144","607.65","103","2019"
"29688","Allstate Fire and Casualty Insurance Company","0.04","39","66","135","240","1047.76","104","2019"
"19402","AIG Property Casualty Company","0.04","1","1","3","5","26.61","105","2019"
"40169","Metropolitan Casualty Insurance Company","0.04","2","0","3","5","50.92","106","2019"
"37915","Essentia Insurance Company","0.04","1","0","0","1","23.83","107","2019"
"36145","Travelers Personal Security Insurance Company","0.04","2","3","5","10","47.35","108","2019"
"18600","USAA General Indemnity Company","0.05","5","10","22","37","106.04","109","2019"
"40231","Old Dominion Insurance Company","0.05","1","1","2","4","20.79","110","2019"
"25453","Nationwide Insurance Company of America","0.05","2","0","5","7","38.45","111","2019"
"40703","Unitrin Safeguard Insurance Company","0.05","1","2","0","3","18.86","112","2019"
"25968","USAA Casualty Insurance Company","0.06","7","4","13","24","123.02","113","2019"
"29742","Integon National Insurance Company","0.06","4","16","19","39","66.19","114","2019"
"11044","National General Insurance Online, Inc.","0.07","3","8","5","16","44.12","115","2019"
"23060","Tri-State Consumer Insurance Company","0.07","1","6","20","27","14.19","116","2019"
"17230","Allstate Property and Casualty Insurance Company","0.07","13","6","19","38","184.12","117","2019"
"43478","Utica National Insurance Company of Texas","0.07","4","2","7","13","54.73","118","2019"
"25275","Plymouth Rock Assurance Corporation of New York","0.08","2","5","9","16","26.32","119","2019"
"25143","State Farm Fire and Casualty Company","0.08","11","12","33","56","143.01","120","2019"
"38288","Hartford Insurance Company of Illinois","0.08","2","0","3","5","25.49","121","2019"
"25976","Utica Mutual Insurance Company","0.1","1","0","2","3","10.08","122","2019"
"10914","Kemper Independence Insurance Company","0.1","5","3","6","14","49.34","123","2019"
"12504","AMERICAN FAMILY CONNECT INSURANCE COMPANY","0.1","2","2","3","7","19.54","124","2019"
"10677","Cincinnati Insurance Company","0.1","2","0","0","2","19.42","125","2019"
"12130","New South Insurance Company","0.11","8","5","11","24","73.58","126","2019"
"21253","Garrison Property and Casualty Insurance Company","0.12","10","7","24","41","80.64","127","2019"
"11215","SAFECO Insurance Company of Indiana","0.15","3","3","3","9","20.62","128","2019"
"20230","Central Mutual Insurance Company","0.16","1","0","0","1","6.24","129","2019"
"19232","Allstate Insurance Company","0.16","95","44","77","216","587.17","130","2019"
"12287","Amica Property and Casualty Insurance Company","0.2","1","0","2","3","5.02","131","2019"
"18058","Philadelphia Indemnity Insurance Company","0.23","1","2","0","3","4.41","132","2019"
"37770","CSAA General Insurance Company","0.29","4","1","3","8","13.63","133","2019"
"10839","Country-Wide Insurance Company","0.37","32","26","57","115","87.26","134","2019"
"10111","American Bankers Insurance Company of Florida","0.41","3","0","3","6","7.35","135","2019"
"23450","American Family Home Insurance Company","0.69","1","0","1","2","1.46","136","2019"
"10921","CSAA Fire & Casualty Insurance Company","0.87","2","2","4","8","2.29","137","2019"
"24740","SAFECO Insurance Company of America","1.02","1","0","2","3","0.98","138","2019"
"10674","Harleysville Insurance Company of New York","6.32","2","0","0","2","0.32","139","2019"
"12583","Adirondack Insurance Exchange","0","0","8","5","13","99.11","1","2018"
"34339","Metropolitan Group Property and Casualty Insurance Company","0","0","2","6","8","98.77","2","2018"
"19976","Amica Mutual Insurance Company","0","0","3","8","11","83.43","3","2018"
"10212","Allmerica Financial Alliance Insurance Company","0","0","1","11","12","70.54","4","2018"
"23787","Nationwide Mutual Insurance Company","0","0","2","5","7","67.87","5","2018"
"15024","Preferred Mutual Insurance Company","0","0","5","2","7","65.87","6","2018"
"10052","Chubb National Insurance Company","0","0","1","1","2","55.33","7","2018"
"11105","A. Central Insurance Company","0","0","3","11","14","54.66","8","2018"
"43478","Utica National Insurance Company of Texas","0","0","4","3","7","49.52","9","2018"
"25453","Nationwide Insurance Company of America","0","0","2","2","4","45.98","10","2018"
"16233","Erie Insurance Company of New York","0","0","3","5","8","45.08","11","2018"
"36145","Travelers Personal Security Insurance Company","0","0","4","3","7","43.16","12","2018"
"42919","Progressive Northwestern Insurance Company","0","0","4","3","7","33.92","13","2018"
"26298","Metropolitan Property and Casualty Insurance Company","0","0","0","2","2","27.53","14","2018"
"40231","Old Dominion Insurance Company","0","0","4","3","7","25.09","15","2018"
"11215","SAFECO Insurance Company of Indiana","0","0","1","7","8","24.94","16","2018"
"13026","Main Street America Protection Insurance Company","0","0","0","0","0","24.49","17","2018"
"30210","Esurance Property and Casualty Insurance Company","0","0","0","6","6","23.54","18","2018"
"13803","Farm Family Casualty Insurance Company","0","0","0","2","2","22.89","19","2018"
"11252","Encompass Home and Auto Insurance Company","0","0","1","4","5","21.99","20","2018"
"37915","Essentia Insurance Company","0","0","2","1","3","20.98","21","2018"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","1","0","1","20.27","22","2018"
"18279","Bankers Standard Insurance Company","0","0","0","0","0","19.09","23","2018"
"34789","21st Century Centennial Insurance Company","0","0","0","4","4","16.99","24","2018"
"12901","Merchants Preferred Insurance Company","0","0","0","2","2","15.96","25","2018"
"23582","Harleysville Insurance Company","0","0","1","0","1","15.9","26","2018"
"20303","Great Northern Insurance Company","0","0","1","0","1","15.29","27","2018"
"10677","Cincinnati Insurance Company","0","0","0","0","0","14.53","28","2018"
"23060","Tri-State Consumer Insurance Company","0","0","4","20","24","13.72","29","2018"
"36137","Travelers Commercial Insurance Company","0","0","1","0","1","12.98","30","2018"
"37478","Hartford Insurance Company of the Midwest","0","0","0","1","1","11.74","31","2018"
"29068","IDS Property Casualty Insurance Company","0","0","2","2","4","10.23","32","2018"
"23728","National General Insurance Company","0","0","0","2","2","10.02","33","2018"
"25976","Utica Mutual Insurance Company","0","0","0","2","2","9.93","34","2018"
"21261","Electric Insurance Company","0","0","0","1","1","9.55","35","2018"
"40649","Economy Premier Assurance Company","0","0","0","0","0","8.96","36","2018"
"25909","Unitrin Preferred Insurance Company","0","0","1","0","1","8.05","37","2018"
"19240","Allstate Indemnity Company","0","0","1","4","5","7.91","38","2018"
"25623","Phoenix Insurance Company","0","0","0","1","1","7.82","39","2018"
"10226","Unitrin Direct Insurance Company","0","0","0","2","2","7.7","40","2018"
"32220","21st Century North America Insurance Company","0","0","1","4","5","7.65","41","2018"
"22748","Pacific Employers Insurance Company","0","0","0","0","0","6.84","42","2018"
"10071","Encompass Insurance Company of America","0","0","0","0","0","6.83","43","2018"
"10022","Countryway Insurance Company","0","0","0","5","5","6.63","44","2018"
"12475","Republic-Franklin Insurance Company","0","0","0","0","0","6.32","45","2018"
"14788","NGM Insurance Company","0","0","1","1","2","6.17","46","2018"
"36587","Plymouth Rock Assurance Preferred Corporation","0","0","0","0","0","6.03","47","2018"
"23469","American Modern Home Insurance Company","0","0","0","0","0","5.95","48","2018"
"19062","Automobile Insurance Company of Hartford, Connecticut","0","0","1","0","1","5.76","49","2018"
"11000","Sentinel Insurance Company, Ltd.","0","0","0","0","0","5.74","50","2018"
"20230","Central Mutual Insurance Company","0","0","1","0","1","5.54","51","2018"
"28188","TravCo Insurance Company","0","0","0","1","1","5.53","52","2018"
"42447","National General Assurance Company","0","0","0","2","2","5.4","53","2018"
"40703","Unitrin Safeguard Insurance Company","0","0","0","0","0","5.19","54","2018"
"37648","Permanent General Assurance Corporation","0","0","1","4","5","5.18","55","2018"
"15130","Encompass Indemnity Company","0","0","0","0","0","5.07","56","2018"
"25682","Travelers Indemnity Company of Connecticut","0","0","0","0","0","4.51","57","2018"
"20052","National Liability & Fire Insurance Company","0","0","0","6","6","4.08","58","2018"
"10723","Nationwide Assurance Company","0","0","0","0","0","3.93","59","2018"
"15210","Sterling Insurance Company","0","0","0","2","2","3.49","60","2018"
"25615","Charter Oak Fire Insurance Company","0","0","0","1","1","3.15","61","2018"
"19429","Insurance Company of the State of Pennsylvania","0","0","0","0","0","3.12","62","2018"
"25232","21st Century Advantage Insurance Company","0","0","0","1","1","2.71","63","2018"
"10072","Encompass Property and Casualty Company","0","0","0","0","0","2.61","64","2018"
"20397","Vigilant Insurance Company","0","0","0","0","0","2.36","65","2018"
"10806","Farmers New Century Insurance Company","0","0","1","0","1","2.34","66","2018"
"41513","Foremost Signature Insurance Company","0","0","0","1","1","2.07","67","2018"
"22357","Hartford Accident and Indemnity Company","0","0","0","1","1","1.92","68","2018"
"31534","Citizens Insurance Company of America","0","0","0","0","0","1.9","69","2018"
"23647","Ironshore Indemnity Inc.","0","0","0","0","0","1.86","70","2018"
"38628","Progressive Northern Insurance Company","0","0","15","1","16","1.86","71","2018"
"21709","Truck Insurance Exchange","0","0","0","0","0","1.72","72","2018"
"25658","Travelers Indemnity Company","0","0","1","1","2","1.68","73","2018"
"21164","Dairyland Insurance Company","0","0","0","2","2","1.62","74","2018"
"42404","Liberty Insurance Corporation","0","0","0","0","0","1.59","75","2018"
"23450","American Family Home Insurance Company","0","0","0","0","0","1.5","76","2018"
"24414","General Casualty Company of Wisconsin","0","0","0","0","0","1.46","77","2018"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","1.44","78","2018"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","0","0","1.43","79","2018"
"36170","Travelers Casualty Company of Connecticut","0","0","0","0","0","1.38","80","2018"
"41483","Farmington Casualty Company","0","0","0","1","1","1.37","81","2018"
"19615","American Reliable Insurance Company","0","0","0","0","0","1.29","82","2018"
"27930","Integon Casualty Insurance Company","0","0","0","0","0","1.28","83","2018"
"19070","Standard Fire Insurance Company","0","0","0","2","2","1.21","84","2018"
"10881","Unitrin Advantage Insurance Company","0","0","1","3","4","1.2","85","2018"
"43974","21st Century Indemnity Insurance Company","0","0","0","0","0","1.16","86","2018"
"22306","Massachusetts Bay Insurance Company","0","0","0","0","0","1.12","87","2018"
"20281","Federal Insurance Company","0","0","0","1","1","1.08","88","2018"
"35696","Harleysville Preferred Insurance Company","0","0","0","0","0","1.06","89","2018"
"22055","GEICO Indemnity Company","0.003","3","89","181","273","1109.3","90","2018"
"26093","Nationwide Affinity Insurance Company of America","0.01","1","7","17","25","148.22","91","2018"
"38130","Travelers Personal Insurance Company","0.01","2","9","15","26","270.28","92","2018"
"35882","GEICO General Insurance Company","0.01","20","200","260","480","2567.3","93","2018"
"11851","Progressive Advanced Insurance Company","0.01","3","46","55","104","362.1","94","2018"
"22063","Government Employees Insurance Company","0.01","6","41","67","114","712.9","95","2018"
"24279","Progressive Max Insurance Company","0.01","2","35","34","71","174.38","96","2018"
"25143","State Farm Fire and Casualty Company","0.01","2","10","26","38","165.32","97","2018"
"29688","Allstate Fire and Casualty Insurance Company","0.01","12","63","124","199","921.73","98","2018"
"26263","Erie Insurance Company","0.01","1","3","8","12","70.2","99","2018"
"11044","National General Insurance Online, Inc.","0.01","1","8","11","20","69.56","100","2018"
"17230","Allstate Property and Casualty Insurance Company","0.01","3","8","20","31","206.23","101","2018"
"36447","LM General Insurance Company","0.01","5","15","54","74","343","102","2018"
"29742","Integon National Insurance Company","0.02","1","5","20","26","66.1","103","2018"
"30104","Hartford Underwriters Insurance Company","0.02","1","2","8","11","65.44","104","2018"
"12130","New South Insurance Company","0.02","1","8","18","27","62.62","105","2018"
"25178","State Farm Mutual Automobile Insurance Company","0.02","26","88","196","310","1591.9","106","2018"
"25941","United Services Automobile Association","0.02","2","9","11","22","117.93","107","2018"
"14834","New York Central Mutual Fire Insurance Company","0.02","5","18","43","66","291.71","108","2018"
"24260","Progressive Casualty Insurance Company","0.02","10","52","73","135","555.01","109","2018"
"27998","Travelers Home and Marine Insurance Company","0.03","4","4","13","21","138.74","110","2018"
"29424","Hartford Casualty Insurance Company","0.03","1","0","4","5","34.09","111","2018"
"32786","Progressive Specialty Insurance Company","0.03","7","34","46","87","238.57","112","2018"
"21687","Mid-Century Insurance Company","0.03","2","5","17","24","64.95","113","2018"
"23035","Liberty Mutual Fire Insurance Company","0.03","7","15","34","56","226.65","114","2018"
"25712","Esurance Insurance Company","0.03","1","2","12","15","29.25","115","2018"
"25968","USAA Casualty Insurance Company","0.03","4","6","19","29","116.28","116","2018"
"40169","Metropolitan Casualty Insurance Company","0.04","2","1","5","8","55.82","117","2018"
"10914","Kemper Independence Insurance Company","0.04","2","2","6","10","54.99","118","2018"
"11908","Mercury Casualty Company","0.05","1","5","9","15","21.98","119","2018"
"19704","American States Insurance Company","0.05","6","4","9","19","116.15","120","2018"
"25674","Travelers Property Casualty Company of America","0.05","2","2","3","7","37.11","121","2018"
"33600","LM Insurance Corporation","0.05","1","2","3","6","18.31","122","2018"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0.06","1","1","7","9","15.98","123","2018"
"21253","Garrison Property and Casualty Insurance Company","0.07","5","8","13","26","73.57","124","2018"
"38288","Hartford Insurance Company of Illinois","0.07","2","0","5","7","28.12","125","2018"
"19232","Allstate Insurance Company","0.08","49","61","84","194","645.64","126","2018"
"19402","AIG Property Casualty Company","0.08","2","1","1","4","25.22","127","2018"
"12504","Ameriprise Insurance Company","0.09","2","1","6","9","22.74","128","2018"
"12831","State National Insurance Company, Inc.","0.1","1","0","0","1","10.48","129","2018"
"18600","USAA General Indemnity Company","0.1","10","12","19","41","99.79","130","2018"
"29939","Main Street America Assurance Company","0.1","1","2","0","3","9.78","131","2018"
"34460","Maidstone Insurance Company","0.1","3","8","11","22","29.31","132","2018"
"16063","Unitrin Auto and Home Insurance Company","0.13","1","0","0","1","7.89","133","2018"
"12777","Chubb Indemnity Insurance Company","0.13","1","0","0","1","7.85","134","2018"
"25275","Plymouth Rock Assurance Corporation of New York","0.15","5","1","7","13","34.37","135","2018"
"33588","First Liberty Insurance Corporation","0.16","2","1","1","4","12.82","136","2018"
"12287","Amica Property and Casualty Insurance Company","0.16","1","0","2","3","6.23","137","2018"
"37770","CSAA General Insurance Company","0.23","3","3","4","10","12.97","138","2018"
"16322","Progressive Direct Insurance Company","0.27","4","5","8","17","15.06","139","2018"
"10111","American Bankers Insurance Company of Florida","0.42","3","0","0","3","7.1","140","2018"
"10839","Country-Wide Insurance Company","0.44","46","21","85","152","103.9","141","2018"
"19682","Hartford Fire Insurance Company","0.56","1","0","1","2","1.78","142","2018"
"13242","Titan Indemnity Company","0.79","1","1","1","3","1.26","143","2018"
"24740","SAFECO Insurance Company of America","0.91","1","0","1","2","1.09","144","2018"
"22268","Infinity Insurance Company","0.99","1","0","0","1","1.01","145","2018"
"29459","Twin City Fire Insurance Company","1.03","1","0","1","2","0.97","146","2018"
"36161","Travelers Property Casualty Insurance Company","1.32","1","1","0","2","0.76","147","2018"
"10921","CSAA Fire & Casualty Insurance Company","2.05","8","2","1","11","3.91","148","2018"
"18058","Philadelphia Indemnity Insurance Company","2.31","10","0","2","12","4.33","149","2018"
"39217","QBE Insurance Corporation","9.02","2","0","1","3","0.22","150","2018"
"37877","Nationwide Property and Casualty Insurance Company","192.23","1","1","0","2","0.01","151","2018"
"23787","Nationwide Mutual Insurance Company","0","0","1","7","8","74.27","1","2017"
"15024","Preferred Mutual Insurance Company","0","0","5","8","13","63.46","2","2017"
"10052","Chubb National Insurance Company","0","0","4","1","5","51.54","3","2017"
"43478","Utica National Insurance Company of Texas","0","0","4","6","10","45.91","4","2017"
"36145","Travelers Personal Security Insurance Company","0","0","1","3","4","38.64","5","2017"
"12130","New South Insurance Company","0","0","5","3","8","35.05","6","2017"
"42919","Progressive Northwestern Insurance Company","0","0","5","6","11","33.15","7","2017"
"40231","Old Dominion Insurance Company","0","0","0","3","3","29.41","8","2017"
"19402","AIG Property Casualty Company","0","0","0","4","4","25.6","9","2017"
"13803","Farm Family Casualty Insurance Company","0","0","2","4","6","23.13","10","2017"
"11252","Encompass Home and Auto Insurance Company","0","0","5","0","5","23","11","2017"
"30210","Esurance Property and Casualty Insurance Company","0","0","0","8","8","22.44","12","2017"
"26298","Metropolitan Property and Casualty Insurance Company","0","0","1","2","3","20.25","13","2017"
"18279","Bankers Standard Insurance Company","0","0","1","1","2","19.72","14","2017"
"37915","Essentia Insurance Company","0","0","0","1","1","18.79","15","2017"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0","0","1","1","2","17.33","16","2017"
"33600","LM Insurance Corporation","0","0","1","5","6","16.84","17","2017"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","1","0","1","16.75","18","2017"
"20303","Great Northern Insurance Company","0","0","0","1","1","16.5","19","2017"
"12901","Merchants Preferred Insurance Company","0","0","3","2","5","15.1","20","2017"
"37478","Hartford Insurance Company of the Midwest","0","0","0","1","1","13.41","21","2017"
"23582","Harleysville Insurance Company","0","0","1","0","1","13.3","22","2017"
"29068","IDS Property Casualty Insurance Company","0","0","0","5","5","11.11","23","2017"
"32220","21st Century North America Insurance Company","0","0","0","1","1","10.68","24","2017"
"19240","Allstate Indemnity Company","0","0","1","1","2","10.53","25","2017"
"12831","State National Insurance Company, Inc.","0","0","0","0","0","10.25","26","2017"
"36587","21st Century National Insurance Company","0","0","1","2","3","10.1","27","2017"
"40649","Economy Premier Assurance Company","0","0","0","0","0","10.08","28","2017"
"13026","Main Street America Protection Insurance Company","0","0","0","0","0","9.91","29","2017"
"21261","Electric Insurance Company","0","0","0","1","1","9.74","30","2017"
"25976","Utica Mutual Insurance Company","0","0","3","3","6","9.37","31","2017"
"25623","Phoenix Insurance Company","0","0","0","1","1","9.27","32","2017"
"16063","Unitrin Auto and Home Insurance Company","0","0","0","0","0","9.2","33","2017"
"10226","Unitrin Direct Insurance Company","0","0","1","1","2","9.09","34","2017"
"25909","Unitrin Preferred Insurance Company","0","0","1","1","2","8.94","35","2017"
"12777","Chubb Indemnity Insurance Company","0","0","0","0","0","8.5","36","2017"
"10071","Encompass Insurance Company of America","0","0","0","1","1","8","37","2017"
"11000","Sentinel Insurance Company, Ltd.","0","0","0","1","1","7.19","38","2017"
"22748","Pacific Employers Insurance Company","0","0","0","0","0","7.03","39","2017"
"12475","Republic-Franklin Insurance Company","0","0","0","0","0","6.62","40","2017"
"10022","Countryway Insurance Company","0","0","0","1","1","6.46","41","2017"
"28188","TravCo Insurance Company","0","0","0","0","0","6.41","42","2017"
"12287","Amica Property and Casualty Insurance Company","0","0","0","0","0","6.22","43","2017"
"15130","Encompass Indemnity Company","0","0","2","0","2","6.14","44","2017"
"34789","21st Century Centennial Insurance Company","0","0","1","1","2","5.98","45","2017"
"23728","National General Insurance Company","0","0","0","3","3","5.59","46","2017"
"23469","American Modern Home Insurance Company","0","0","0","1","1","5.59","47","2017"
"42447","National General Assurance Company","0","0","2","0","2","5.44","48","2017"
"20230","Central Mutual Insurance Company","0","0","0","0","0","5.25","49","2017"
"25682","Travelers Indemnity Company of Connecticut","0","0","2","1","3","5.23","50","2017"
"25232","21st Century Advantage Insurance Company","0","0","0","1","1","4.34","51","2017"
"10723","Nationwide Assurance Company","0","0","0","0","0","4.2","52","2017"
"13242","Titan Indemnity Company","0","0","2","2","4","3.88","53","2017"
"25615","Charter Oak Fire Insurance Company","0","0","0","0","0","3.66","54","2017"
"19429","Insurance Company of the State of Pennsylvania","0","0","0","0","0","3.22","55","2017"
"15210","Sterling Insurance Company","0","0","0","0","0","3.09","56","2017"
"10072","Encompass Property and Casualty Company","0","0","0","0","0","3.06","57","2017"
"10806","Farmers New Century Insurance Company","0","0","2","0","2","2.85","58","2017"
"43974","21st Century Indemnity Insurance Company","0","0","0","0","0","2.75","59","2017"
"37648","Permanent General Assurance Corporation","0","0","0","4","4","2.73","60","2017"
"20397","Vigilant Insurance Company","0","0","0","0","0","2.5","61","2017"
"31534","Citizens Insurance Company of America","0","0","0","2","2","2.33","62","2017"
"41513","Foremost Signature Insurance Company","0","0","0","0","0","2.3","63","2017"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","2.26","64","2017"
"22357","Hartford Accident and Indemnity Company","0","0","0","0","0","2.17","65","2017"
"10644","Victoria Automobile Insurance Company","0","0","0","0","0","2.07","66","2017"
"38628","Progressive Northern Insurance Company","0","0","1","0","1","2.04","67","2017"
"25658","Travelers Indemnity Company","0","0","3","2","5","1.98","68","2017"
"20796","21st Century Premier Insurance Company","0","0","0","1","1","1.94","69","2017"
"27930","Integon Casualty Insurance Company","0","0","1","0","1","1.88","70","2017"
"23647","Ironshore Indemnity Inc.","0","0","0","1","1","1.86","71","2017"
"42889","Victoria Fire & Casualty Company","0","0","1","4","5","1.81","72","2017"
"23833","21st Century Security Insurance Company","0","0","0","0","0","1.69","73","2017"
"23450","American Family Home Insurance Company","0","0","0","0","0","1.59","74","2017"
"36170","Travelers Casualty Company of Connecticut","0","0","0","0","0","1.56","75","2017"
"34690","Property and Casualty Insurance Company of Hartford","0","0","0","0","0","1.52","76","2017"
"19070","Standard Fire Insurance Company","0","0","2","1","3","1.47","77","2017"
"22306","Massachusetts Bay Insurance Company","0","0","0","0","0","1.39","78","2017"
"19615","American Reliable Insurance Company","0","0","0","0","0","1.34","79","2017"
"35696","Harleysville Preferred Insurance Company","0","0","0","0","0","1.23","80","2017"
"20281","Federal Insurance Company","0","0","0","1","1","1.17","81","2017"
"29459","Twin City Fire Insurance Company","0","0","0","1","1","1.15","82","2017"
"41491","GEICO Casualty Company","0","0","1","6","7","1.03","83","2017"
"22268","Infinity Insurance Company","0","0","0","0","0","1.01","84","2017"
"11851","Progressive Advanced Insurance Company","0.01","2","7","20","29","300.08","85","2017"
"24279","Progressive Max Insurance Company","0.01","1","14","37","52","141.67","86","2017"
"29688","Allstate Fire and Casualty Insurance Company","0.01","6","35","122","163","794.25","87","2017"
"38130","Travelers Personal Insurance Company","0.01","2","6","23","31","222.31","88","2017"
"32786","Progressive Specialty Insurance Company","0.01","2","19","34","55","220.65","89","2017"
"22063","Government Employees Insurance Company","0.01","6","44","88","138","660.51","90","2017"
"34339","Metropolitan Group Property and Casualty Insurance Company","0.01","1","3","15","19","96.16","91","2017"
"19976","Amica Mutual Insurance Company","0.01","1","3","3","7","83.85","92","2017"
"35882","GEICO General Insurance Company","0.01","29","161","277","467","2390.97","93","2017"
"11044","National General Insurance Online, Inc.","0.01","1","9","13","23","79.72","94","2017"
"22055","GEICO Indemnity Company","0.01","13","88","158","259","1023.55","95","2017"
"24260","Progressive Casualty Insurance Company","0.01","7","37","72","116","490.2","96","2017"
"10212","Allmerica Financial Alliance Insurance Company","0.02","1","9","7","17","66.19","97","2017"
"40169","Metropolitan Casualty Insurance Company","0.02","1","2","7","10","62.62","98","2017"
"14834","New York Central Mutual Fire Insurance Company","0.02","5","26","40","71","273.5","99","2017"
"26093","Nationwide Affinity Insurance Company of America","0.02","3","11","22","36","153.99","100","2017"
"36447","LM General Insurance Company","0.02","6","19","39","64","300.27","101","2017"
"17230","Allstate Property and Casualty Insurance Company","0.02","5","10","27","42","236.24","102","2017"
"25275","MAPFRE Insurance Company of New York","0.02","1","3","10","14","44.25","103","2017"
"25178","State Farm Mutual Automobile Insurance Company","0.02","35","85","151","271","1531.31","104","2017"
"12583","Adirondack Insurance Exchange","0.02","2","7","11","20","84.12","105","2017"
"29424","Hartford Casualty Insurance Company","0.03","1","0","3","4","39.48","106","2017"
"19704","American States Insurance Company","0.03","3","6","14","23","108.99","107","2017"
"26263","Erie Insurance Company","0.03","2","6","13","21","70.65","108","2017"
"34460","Maidstone Insurance Company","0.03","1","8","14","23","33.55","109","2017"
"23035","Liberty Mutual Fire Insurance Company","0.03","8","17","22","47","262.98","110","2017"
