"naic","company_name","ratio","upheld_complaints","question_of_fact_complaints","not_upheld_complaints","total_complaints","premiums_written_in_millions","rank","filing_year"
"11851","Progressive Advanced Insurance Company","0.0533","4","2","25","31","75.065","102","2011"
"29068","IDS Property Casualty Insurance Company","0.0548","1","4","5","10","18.263","103","2011"
"12777","Chubb Indemnity Insurance Company","0.0576","1","0","1","2","17.362","104","2011"
"16322","Progressive Direct Insurance Company","0.059","4","13","49","66","67.849","105","2011"
"38288","Hartford Insurance Company of Illinois","0.0607","4","6","22","32","65.846","106","2011"
"10052","Chubb National Insurance Company","0.0625","1","0","3","4","16.004","107","2011"
"25941","United Services Automobile Association","0.064","6","3","17","26","93.731","108","2011"
"25968","USAA Casualty Insurance Company","0.0647","5","6","19","30","77.319","109","2011"
"29424","Hartford Casualty Insurance Company","0.0656","2","1","7","10","30.478","110","2011"
"12130","New South Insurance Company","0.0724","8","5","19","32","110.503","111","2011"
"14788","NGM Insurance Company","0.0741","1","5","5","11","13.488","112","2011"
"26263","Erie Insurance Company","0.0749","5","4","8","17","66.789","113","2011"
"30104","Hartford Underwriters Insurance Company","0.0789","2","0","2","4","25.353","114","2011"
"24198","Peerless Insurance Company","0.0795","6","17","12","35","75.486","115","2011"
"10921","CSAA Fire & Casualty Insurance Company","0.0806","1","1","6","8","12.403","116","2011"
"37915","Essentia Insurance Company","0.0812","1","1","0","2","12.315","117","2011"
"33588","First Liberty Insurance Corporation","0.0814","2","4","5","11","24.56","118","2011"
"42404","Liberty Insurance Corporation","0.0817","1","1","2","4","12.234","119","2011"
"10806","Farmers New Century Insurance Company","0.0853","1","1","6","8","11.717","120","2011"
"19232","Allstate Insurance Company","0.0861","97","251","312","660","1127.18","121","2011"
"11908","Mercury Casualty Company","0.0865","3","5","14","22","34.691","122","2011"
"18600","USAA General Indemnity Company","0.0906","2","4","8","14","22.085","123","2011"
"24260","Progressive Casualty Insurance Company","0.0916","9","12","51","72","98.255","124","2011"
"25712","Esurance Insurance Company","0.1019","5","9","30","44","49.068","125","2011"
"32220","21st Century North America Insurance Company","0.1027","3","4","8","15","29.2","126","2011"
"26085","Warner Insurance Company","0.1101","1","1","4","6","9.08","127","2011"
"23060","Tri-State Consumer Insurance Company","0.1134","2","11","39","52","17.639","128","2011"
"21253","Garrison Property and Casualty Insurance Company","0.1226","2","3","6","11","16.307","129","2011"
"25275","MAPFRE Insurance Company of New York","0.1255","3","7","19","29","23.908","130","2011"
"25658","Travelers Indemnity Company","0.1476","1","4","23","28","6.774","131","2011"
"10212","Allmerica Financial Alliance Insurance Company","0.1538","7","9","3","19","45.506","132","2011"
"34460","AutoOne Insurance Company","0.1689","6","7","19","32","35.518","133","2011"
"34789","21st Century Centennial Insurance Company","0.1702","2","1","6","9","11.751","134","2011"
"20133","Response Worldwide Direct Auto Insurance Company","0.1712","1","1","2","4","5.842","135","2011"
"21709","Truck Insurance Exchange","0.1746","3","5","5","13","17.181","136","2011"
"19682","Hartford Fire Insurance Company","0.1746","1","2","2","5","5.726","137","2011"
"11215","SAFECO Insurance Company of Indiana","0.1862","1","1","1","3","5.371","138","2011"
"25976","Utica Mutual Insurance Company","0.1866","1","0","7","8","5.36","139","2011"
"19941","American Commerce Insurance Company","0.2009","9","8","21","38","44.789","140","2011"
"39217","QBE Insurance Corporation","0.2184","4","22","34","60","18.318","141","2011"
"36170","Travelers Casualty Company of Connecticut","0.2455","1","0","0","1","4.073","142","2011"
"36587","21st Century National Insurance Company","0.2607","1","1","1","3","3.836","143","2011"
"10022","Countryway Insurance Company","0.2637","1","0","2","3","3.793","144","2011"
"19240","Allstate Indemnity Company","0.2909","2","3","7","12","6.875","145","2011"
"26298","Metropolitan Property and Casualty Insurance Company","0.2939","1","0","2","3","3.402","146","2011"
"42447","National General Assurance Company","0.2954","2","2","2","6","6.77","147","2011"
"14311","Interboro Insurance Company","0.3217","3","2","5","10","9.325","148","2011"
"13242","Titan Indemnity Company","0.3221","1","0","2","3","3.105","149","2011"
"37257","Praetorian Insurance Company","0.3694","9","20","45","74","24.362","150","2011"
"10839","Country-Wide Insurance Company","0.4025","45","84","365","494","111.791","151","2011"
"10226","Unitrin Direct Insurance Company","0.4448","2","2","10","14","4.496","152","2011"
"36161","Travelers Property Casualty Insurance Company","0.4477","1","0","3","4","2.233","153","2011"
"25666","Travelers Indemnity Company of America","0.4838","1","0","1","2","2.067","154","2011"
"20281","Federal Insurance Company","0.5285","1","0","2","3","1.892","155","2011"
"10645","Drivers Insurance Company","0.6697","2","1","4","7","2.986","156","2011"
"10915","Unitrin Direct Property & Casualty Company","0.6746","1","0","2","3","1.482","157","2011"
"37648","Permanent General Assurance Corporation","0.8247","9","4","15","28","10.913","158","2011"
"24740","SAFECO Insurance Company of America","0.9778","3","1","2","6","3.068","159","2011"
"22268","Infinity Insurance Company","1.0487","1","1","0","2","0.954","160","2011"
"22292","Hanover Insurance Company","1.22","2","0","1","3","1.639","161","2011"
"12360","Ocean Harbor Casualty Insurance Company","1.2977","4","9","25","38","3.082","162","2011"
"18376","Hermitage Insurance Company","1.4627","1","0","0","1","0.684","163","2011"
"12963","21st Century Insurance Company","2.2174","1","0","11","12","0.451","164","2011"
"29459","Twin City Fire Insurance Company","2.8216","4","0","0","4","1.418","165","2011"
"31968","Merastar Insurance Company","3.0793","1","0","0","1","0.325","166","2011"
"13668","Kingstone Insurance Company","5.1043","1","1","3","5","0.196","167","2011"
"24821","Meritplan Insurance Company","7.4144","2","1","5","8","0.27","168","2011"
"24988","Sentry Insurance A Mutual Company","14.9651","1","0","0","1","0.067","169","2011"
"26263","Erie Insurance Company","0","0","3","15","18","64.096","1","2010"
"10914","Kemper Independence Insurance Company","0","0","8","8","16","52.083","2","2010"
"25623","Phoenix Insurance Company","0","0","1","5","6","34.032","3","2010"
"20303","Great Northern Insurance Company","0","0","1","2","3","33.769","4","2010"
"29939","Main Street America Assurance Company","0","0","2","5","7","32.562","5","2010"
"19410","Commerce and Industry Insurance Company","0","0","0","6","6","21.788","6","2010"
"33588","First Liberty Insurance Corporation","0","0","2","4","6","20.462","7","2010"
"41483","Farmington Casualty Company","0","0","1","14","15","19.803","8","2010"
"29068","IDS Property Casualty Insurance Company","0","0","1","1","2","19.802","9","2010"
"18600","USAA General Indemnity Company","0","0","2","2","4","16.659","10","2010"
"43478","Utica National Insurance Company of Texas","0","0","1","3","4","15.747","11","2010"
"25615","Charter Oak Fire Insurance Company","0","0","3","1","4","13.334","12","2010"
"18279","Bankers Standard Insurance Company","0","0","1","0","1","13.087","13","2010"
"12475","Republic-Franklin Insurance Company","0","0","0","1","1","11.985","14","2010"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0","0","2","2","4","11.64","15","2010"
"37915","Essentia Insurance Company","0","0","0","1","1","11.609","16","2010"
"40231","Old Dominion Insurance Company","0","0","0","0","0","10.78","17","2010"
"22357","Hartford Accident and Indemnity Company","0","0","5","10","15","8.946","18","2010"
"10072","Encompass Property and Casualty Company","0","0","0","1","1","8.111","19","2010"
"19429","Insurance Company of the State of Pennsylvania","0","0","1","1","2","7.953","20","2010"
"11252","Encompass Home and Auto Insurance Company","0","0","2","4","6","7.538","21","2010"
"10052","Chubb National Insurance Company","0","0","0","1","1","7.03","22","2010"
"20052","National Liability & Fire Insurance Company","0","0","2","5","7","6.743","23","2010"
"21865","Associated Indemnity Corporation","0","0","0","1","1","6.397","24","2010"
"20133","Response Worldwide Direct Auto Insurance Company","0","0","1","1","2","6.338","25","2010"
"42447","National General Assurance Company","0","0","0","0","0","6.337","26","2010"
"34479","AutoOne Select Insurance Company","0","0","1","5","6","6.326","27","2010"
"23728","National General Insurance Company","0","0","1","3","4","6.16","28","2010"
"26050","Response Worldwide Insurance Company","0","0","0","2","2","6.109","29","2010"
"10881","Unitrin Advantage Insurance Company","0","0","1","4","5","5.946","30","2010"
"19070","Standard Fire Insurance Company","0","0","0","2","2","5.856","31","2010"
"20397","Vigilant Insurance Company","0","0","0","0","0","5.85","32","2010"
"37877","Nationwide Property and Casualty Insurance Company","0","0","3","7","10","5.694","33","2010"
"20230","Central Mutual Insurance Company","0","0","1","0","1","5.178","34","2010"
"36170","Travelers Casualty Company of Connecticut","0","0","2","0","2","5.051","35","2010"
"25976","Utica Mutual Insurance Company","0","0","1","7","8","4.919","36","2010"
"21849","American Automobile Insurance Company","0","0","0","1","1","4.878","37","2010"
"10111","American Bankers Insurance Company of Florida","0","0","0","3","3","4.677","38","2010"
"12504","Ameriprise Insurance Company","0","0","0","1","1","4.599","39","2010"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","4.211","40","2010"
"39004","National Merit Insurance Company","0","0","1","3","4","3.867","41","2010"
"10022","Countryway Insurance Company","0","0","1","2","3","3.697","42","2010"
"23450","American Family Home Insurance Company","0","0","0","1","1","3.388","43","2010"
"10645","Drivers Insurance Company","0","0","3","5","8","3.29","44","2010"
"34690","Property and Casualty Insurance Company of Hartford","0","0","2","2","4","3.289","45","2010"
"12873","Privilege Underwriters Reciprocal Exchange","0","0","0","0","0","2.806","46","2010"
"25984","Graphic Arts Mutual Insurance Company","0","0","0","3","3","2.552","47","2010"
"31488","Integon Preferred Insurance Company","0","0","0","0","0","2.211","48","2010"
"20281","Federal Insurance Company","0","0","2","2","4","2.183","49","2010"
"10687","Utica National Assurance Company","0","0","3","3","6","2.179","50","2010"
"21881","National Surety Corporation","0","0","1","0","1","2.173","51","2010"
"21873","Fireman's Fund Insurance Company","0","0","1","0","1","2.103","52","2010"
"38601","MIC Property and Casualty Insurance Corporation","0","0","0","1","1","1.953","53","2010"
"22225","21st Century Preferred Insurance Company","0","0","0","2","2","1.934","54","2010"
"29742","Integon National Insurance Company","0","0","0","1","1","1.816","55","2010"
"15210","Sterling Insurance Company","0","0","0","0","0","1.788","56","2010"
"22004","Cim Insurance Corporation","0","0","0","0","0","1.684","57","2010"
"13242","Titan Indemnity Company","0","0","1","2","3","1.633","58","2010"
"20346","Pacific Indemnity Company","0","0","0","0","0","1.536","59","2010"
"19615","American Reliable Insurance Company","0","0","0","0","0","1.288","60","2010"
"10723","Nationwide Assurance Company","0","0","0","0","0","1.237","61","2010"
"26182","Harleysville Worcester Insurance Company","0","0","0","0","0","1.187","62","2010"
"23787","Nationwide Mutual Insurance Company","0.0081","1","13","24","38","123.174","63","2010"
"14834","New York Central Mutual Fire Insurance Company","0.013","3","39","67","109","230.064","64","2010"
"40169","Metropolitan Casualty Insurance Company","0.0139","2","14","21","37","144.39","65","2010"
"35882","GEICO General Insurance Company","0.0156","20","180","238","438","1284.558","66","2010"
"11105","A. Central Insurance Company","0.0169","1","13","37","51","59.201","67","2010"
"25143","State Farm Fire and Casualty Company","0.0176","3","18","35","56","170.59","68","2010"
"12130","New South Insurance Company","0.0198","2","8","17","27","101.145","69","2010"
"38628","Progressive Northern Insurance Company","0.0225","4","12","23","39","178.138","70","2010"
"19941","American Commerce Insurance Company","0.0226","1","8","14","23","44.313","71","2010"
"25453","Nationwide Insurance Company of America","0.0226","2","6","13","21","88.474","72","2010"
"22055","GEICO Indemnity Company","0.0227","14","132","166","312","618.005","73","2010"
"11908","Mercury Casualty Company","0.0292","1","5","13","19","34.257","74","2010"
"37478","Hartford Insurance Company of the Midwest","0.0299","1","1","9","11","33.443","75","2010"
"24279","Progressive Max Insurance Company","0.0336","1","2","7","10","29.803","76","2010"
"22063","Government Employees Insurance Company","0.0336","16","189","249","454","476.171","77","2010"
"16063","Unitrin Auto and Home Insurance Company","0.0337","1","2","5","8","29.677","78","2010"
"19976","Amica Mutual Insurance Company","0.0347","3","7","14","24","86.409","79","2010"
"25178","State Farm Mutual Automobile Insurance Company","0.0361","37","177","212","426","1024.953","80","2010"
"15024","Preferred Mutual Insurance Company","0.0362","2","9","12","23","55.206","81","2010"
"32220","21st Century North America Insurance Company","0.0377","1","5","15","21","26.516","82","2010"
"11851","Progressive Advanced Insurance Company","0.0386","2","9","20","31","51.753","83","2010"
"34339","Metropolitan Group Property and Casualty Insurance Company","0.0399","3","5","13","21","75.119","84","2010"
"24198","Peerless Insurance Company","0.0413","3","15","17","35","72.694","85","2010"
"19062","Automobile Insurance Company of Hartford, Connecticut","0.0416","1","2","3","6","24.032","86","2010"
"25909","Unitrin Preferred Insurance Company","0.0421","1","0","3","4","23.751","87","2010"
"25941","United Services Automobile Association","0.0423","4","8","20","32","94.451","88","2010"
"42919","Progressive Northwestern Insurance Company","0.0427","2","2","11","15","46.858","89","2010"
"28188","TravCo Insurance Company","0.0433","1","2","3","6","23.069","90","2010"
"12583","Adirondack Insurance Exchange","0.0473","4","15","6","25","84.519","91","2010"
"17230","Allstate Property and Casualty Insurance Company","0.0475","29","38","100","167","610.465","92","2010"
"11000","Sentinel Insurance Company, Ltd.","0.0478","3","3","10","16","62.721","93","2010"
"12777","Chubb Indemnity Insurance Company","0.0479","1","1","2","4","20.86","94","2010"
"32786","Progressive Specialty Insurance Company","0.0481","3","5","11","19","62.395","95","2010"
"27998","Travelers Home and Marine Insurance Company","0.0504","9","17","21","47","178.498","96","2010"
"40649","Economy Premier Assurance Company","0.0515","1","1","2","4","19.421","97","2010"
"23035","Liberty Mutual Fire Insurance Company","0.0547","26","82","84","192","474.954","98","2010"
"37834","Progressive Preferred Insurance Company","0.0548","5","11","25","41","91.241","99","2010"
"16322","Progressive Direct Insurance Company","0.0555","5","17","26","48","90.082","100","2010"
"25674","Travelers Property Casualty Company of America","0.0576","10","12","31","53","173.747","101","2010"
"11037","Eveready Insurance Company","0.0598","1","10","24","35","16.712","102","2010"
"23760","Nationwide General Insurance Company","0.0611","2","10","24","36","32.751","103","2010"
"25968","USAA Casualty Insurance Company","0.0613","5","6","23","34","81.562","104","2010"
"25275","State-Wide Insurance Company","0.0672","2","10","24","36","29.762","105","2010"
"10212","Allmerica Financial Alliance Insurance Company","0.0797","4","7","12","23","50.212","106","2010"
"38288","Hartford Insurance Company of Illinois","0.081","6","13","16","35","74.058","107","2010"
"10071","Encompass Insurance Company of America","0.0826","2","4","9","15","24.226","108","2010"
"42404","Liberty Insurance Corporation","0.0862","1","1","3","5","11.6","109","2010"
"30104","Hartford Underwriters Insurance Company","0.0864","1","2","0","3","11.576","110","2010"
"12901","Merchants Preferred Insurance Company","0.0873","2","3","3","8","22.917","111","2010"
"37257","Praetorian Insurance Company","0.0878","4","18","35","57","45.538","112","2010"
"29424","Hartford Casualty Insurance Company","0.0909","1","3","5","9","11","113","2010"
"21261","Electric Insurance Company","0.091","1","3","3","7","10.99","114","2010"
"26085","Warner Insurance Company","0.0912","1","2","5","8","10.97","115","2010"
"34789","21st Century Centennial Insurance Company","0.097","1","0","8","9","10.312","116","2010"
"31534","Citizens Insurance Company of America","0.0994","1","2","3","6","10.057","117","2010"
"21709","Truck Insurance Exchange","0.1032","3","7","19","29","29.073","118","2010"
"33855","Lincoln General Insurance Company","0.1188","2","15","32","49","16.837","119","2010"
"23469","American Modern Home Insurance Company","0.1203","1","0","0","1","8.31","120","2010"
"21253","Garrison Property and Casualty Insurance Company","0.1218","1","1","1","3","8.211","121","2010"
"14788","NGM Insurance Company","0.1265","2","3","6","11","15.808","122","2010"
"36137","Travelers Commercial Insurance Company","0.1278","2","1","4","7","15.648","123","2010"
"19704","American States Insurance Company","0.1292","2","0","7","9","15.475","124","2010"
"13803","Farm Family Casualty Insurance Company","0.1319","3","1","12","16","22.745","125","2010"
"22306","Massachusetts Bay Insurance Company","0.1366","1","0","0","1","7.318","126","2010"
"19682","Hartford Fire Insurance Company","0.1386","1","0","3","4","7.218","127","2010"
"24260","Progressive Casualty Insurance Company","0.1388","7","25","71","103","50.422","128","2010"
"15130","Encompass Indemnity Company","0.1392","4","4","8","16","28.741","129","2010"
"19232","Allstate Insurance Company","0.1423","170","698","482","1350","1194.346","130","2010"
"20796","21st Century Premier Insurance Company","0.1428","1","0","1","2","7.001","131","2010"
"39217","QBE Insurance Corporation","0.1486","3","14","35","52","20.19","132","2010"
"10226","Unitrin Direct Insurance Company","0.1519","1","7","9","17","6.582","133","2010"
"25682","Travelers Indemnity Company of Connecticut","0.155","3","2","4","9","19.36","134","2010"
"43974","21st Century Indemnity Insurance Company","0.1694","3","4","7","14","17.713","135","2010"
"12360","Ocean Harbor Casualty Insurance Company","0.1773","1","15","24","40","5.641","136","2010"
"10921","ACA Insurance Company","0.1833","2","0","1","3","10.912","137","2010"
"43044","Response Insurance Company","0.1926","1","1","4","6","5.191","138","2010"
"25712","Esurance Insurance Company","0.1998","11","6","45","62","55.049","139","2010"
"25232","21st Century Advantage Insurance Company","0.2239","4","2","14","20","17.868","140","2010"
"26298","Metropolitan Property and Casualty Insurance Company","0.2274","1","3","2","6","4.398","141","2010"
"23779","Nationwide Mutual Fire Insurance Company","0.2369","5","7","15","27","21.11","142","2010"
"34460","AutoOne Insurance Company","0.2474","11","20","41","72","44.459","143","2010"
"14311","Interboro Insurance Company","0.2485","2","3","5","10","8.049","144","2010"
"10806","Farmers New Century Insurance Company","0.2617","4","8","6","18","15.283","145","2010"
"11215","SAFECO Insurance Company of Indiana","0.2678","2","1","4","7","7.469","146","2010"
"24740","SAFECO Insurance Company of America","0.2719","1","3","11","15","3.677","147","2010"
"23060","Tri-State Consumer Insurance Company","0.272","5","16","32","53","18.382","148","2010"
"36587","21st Century National Insurance Company","0.285","3","7","8","18","10.526","149","2010"
"29459","Twin City Fire Insurance Company","0.3453","1","0","0","1","2.896","150","2010"
"41491","GEICO Casualty Company","0.3458","1","4","24","29","2.892","151","2010"
"10839","Country-Wide Insurance Company","0.3643","32","245","400","677","87.843","152","2010"
"36161","Travelers Property Casualty Insurance Company","0.3711","1","2","14","17","2.695","153","2010"
"23841","New Hampshire Insurance Company","0.3867","1","1","6","8","2.586","154","2010"
"25666","Travelers Indemnity Company of America","0.3909","1","0","1","2","2.558","155","2010"
"25658","Travelers Indemnity Company","0.5906","5","9","15","29","8.467","156","2010"
"22268","Infinity Insurance Company","0.6902","1","0","1","2","1.449","157","2010"
"21164","Dairyland Insurance Company","0.7283","2","0","1","3","2.746","158","2010"
"37648","Permanent General Assurance Corporation","0.8171","6","0","19","25","7.343","159","2010"
"18058","Philadelphia Indemnity Insurance Company","0.8494","2","0","0","2","2.355","160","2010"
"12963","21st Century Insurance Company","0.9431","1","4","19","24","1.06","161","2010"
"10915","Unitrin Direct Property & Casualty Company","0.9908","2","2","0","4","2.019","162","2010"
"19240","Allstate Indemnity Company","1.231","10","4","12","26","8.124","163","2010"
"19380","American Home Assurance Company","1.3084","1","0","2","3","0.764","164","2010"
"24813","Balboa Insurance Company","1.3248","1","0","1","2","0.755","165","2010"
"27120","Trumbull Insurance Company","2.017","1","0","0","1","0.496","166","2010"
"19399","AIU Insurance Company","2.1424","1","0","3","4","0.467","167","2010"
"24821","Meritplan Insurance Company","2.7751","2","1","1","4","0.721","168","2010"
"22292","Hanover Insurance Company","2.8907","6","2","2","10","2.076","169","2010"
"37850","Pacific Specialty Insurance Company","3.4159","1","0","1","2","0.293","170","2010"
"23817","Illinois National Insurance Co.","6.2547","1","1","0","2","0.16","171","2010"
"25054","Hudson Insurance Company","6.8039","1","0","1","2","0.147","172","2010"
"10243","National Continental Insurance Company","10.3004","1","3","4","8","0.097","173","2010"
"19445","National Union Fire Insurance Company of Pittsburgh, Pa.","25.7674","2","0","2","4","0.078","174","2010"
"21792","Infinity Casualty Insurance Company","31.5686","1","0","0","1","0.032","175","2010"
"19402","Chartis Property Casualty Company","33.7096","4","0","5","9","0.119","176","2010"
"22187","Greater New York Mutual Insurance Company","74.5379","1","0","0","1","0.013","177","2010"
"21970","OneBeacon Insurance Company","128.0041","2","0","1","3","0.016","178","2010"
"20532","Clarendon National Insurance Company","280.4459","2","0","10","12","0.007","179","2010"
"23787","Nationwide Mutual Insurance Company","0","0","17","38","55","140.474","1","2009"
"12583","Adirondack Insurance Exchange","0","0","20","21","41","94.6","2","2009"
"19976","Amica Mutual Insurance Company","0","0","4","7","11","85.452","3","2009"
"25623","Phoenix Insurance Company","0","0","1","3","4","42.506","4","2009"
"20303","Great Northern Insurance Company","0","0","3","5","8","40.097","5","2009"
"28188","TravCo Insurance Company","0","0","2","2","4","28.076","6","2009"
"12777","Chubb Indemnity Insurance Company","0","0","1","4","5","25.059","7","2009"
"19410","Commerce and Industry Insurance Company","0","0","1","3","4","23.817","8","2009"
"36587","21st Century National Insurance Company","0","0","8","32","40","22.727","9","2009"
"40649","Economy Premier Assurance Company","0","0","2","3","5","21.35","10","2009"
"19941","American Commerce Insurance Company","0","0","0","1","1","18.639","11","2009"
"11851","Progressive Advanced Insurance Company","0","0","2","6","8","18.128","12","2009"
"25615","Charter Oak Fire Insurance Company","0","0","0","2","2","16.533","13","2009"
"12901","Merchants Preferred Insurance Company","0","0","1","1","2","14.46","14","2009"
"12475","Republic-Franklin Insurance Company","0","0","2","2","4","13.669","15","2009"
"31534","Citizens Insurance Company of America","0","0","1","3","4","12.418","16","2009"
"42404","Liberty Insurance Corporation","0","0","2","9","11","12.303","17","2009"
"18600","USAA General Indemnity Company","0","0","4","8","12","12.075","18","2009"
"32220","21st Century North America Insurance Company","0","0","0","3","3","11.959","19","2009"
"11185","Foremost Insurance Company Grand Rapids, Michigan","0","0","1","3","4","10.948","20","2009"
"37915","Essentia Insurance Company","0","0","0","0","0","10.019","21","2009"
"36137","Travelers Commercial Insurance Company","0","0","0","2","2","9.968","22","2009"
"22306","Massachusetts Bay Insurance Company","0","0","1","2","3","9.248","23","2009"
"21865","Associated Indemnity Corporation","0","0","0","0","0","7.482","24","2009"
"23728","National General Insurance Company","0","0","0","4","4","7.209","25","2009"
"26050","Response Worldwide Insurance Company","0","0","3","4","7","7.133","26","2009"
"11252","Encompass Home and Auto Insurance Company","0","0","3","5","8","6.712","27","2009"
"20796","21st Century Premier Insurance Company","0","0","1","1","2","6.688","28","2009"
"20397","Vigilant Insurance Company","0","0","0","0","0","6.675","29","2009"
"24813","Balboa Insurance Company","0","0","0","0","0","6.539","30","2009"
"36170","Travelers Casualty Company of Connecticut","0","0","1","1","2","6.288","31","2009"
"37877","Nationwide Property and Casualty Insurance Company","0","0","3","5","8","5.704","32","2009"
"18279","Bankers Standard Insurance Company","0","0","0","0","0","5.589","33","2009"
"42447","National General Assurance Company","0","0","0","3","3","5.478","34","2009"
"38601","MIC Property and Casualty Insurance Corporation","0","0","1","1","2","5.294","35","2009"
"22004","Cim Insurance Corporation","0","0","0","1","1","5.202","36","2009"
"21849","American Automobile Insurance Company","0","0","0","0","0","4.97","37","2009"
"40754","Blue Ridge Indemnity Company","0","0","0","0","0","4.835","38","2009"
"20230","Central Mutual Insurance Company","0","0","0","2","2","4.683","39","2009"
"39004","National Merit Insurance Company","0","0","0","1","1","4.504","40","2009"
"24740","SAFECO Insurance Company of America","0","0","3","5","8","4.435","41","2009"
"10111","American Bankers Insurance Company of Florida","0","0","0","2","2","4.268","42","2009"
"10022","Countryway Insurance Company","0","0","2","2","4","3.773","43","2009"
"33235","Harleysville Insurance Company of New York","0","0","1","3","4","3.688","44","2009"
"23450","American Family Home Insurance Company","0","0","1","1","2","3.557","45","2009"
"29459","Twin City Fire Insurance Company","0","0","1","3","4","3.287","46","2009"
"25666","Travelers Indemnity Company of America","0","0","3","3","6","3.207","47","2009"
"25984","Graphic Arts Mutual Insurance Company","0","0","0","0","0","3.16","48","2009"
"30104","Hartford Underwriters Insurance Company","0","0","0","1","1","2.786","49","2009"
"10915","Unitrin Direct Property & Casualty Company","0","0","1","1","2","2.707","50","2009"
"10687","Utica National Assurance Company","0","0","2","2","4","2.548","51","2009"
"22225","21st Century Preferred Insurance Company","0","0","1","0","1","2.389","52","2009"
"40231","Old Dominion Insurance Company","0","0","0","0","0","2.351","53","2009"
"31488","Integon Preferred Insurance Company","0","0","0","0","0","2.309","54","2009"
"21881","National Surety Corporation","0","0","0","0","0","2.251","55","2009"
"18058","Philadelphia Indemnity Insurance Company","0","0","0","2","2","2.093","56","2009"
"20346","Pacific Indemnity Company","0","0","0","0","0","1.836","57","2009"
"15210","Sterling Insurance Company","0","0","0","3","3","1.774","58","2009"
"23329","Merchants Mutual Insurance Company","0","0","7","4","11","1.771","59","2009"
"10723","Nationwide Assurance Company","0","0","0","2","2","1.727","60","2009"
"26182","Harleysville Worcester Insurance Company","0","0","0","0","0","1.422","61","2009"
"19615","American Reliable Insurance Company","0","0","0","0","0","1.358","62","2009"
"39950","Metropolitan General Insurance Company","0","0","1","0","1","1.166","63","2009"
"10052","Chubb National Insurance Company","0","0","0","1","1","1.156","64","2009"
"18376","Hermitage Insurance Company","0","0","1","2","3","1.151","65","2009"
"38628","Progressive Northern Insurance Company","0.009","1","1","6","8","110.726","66","2009"
"12130","New South Insurance Company","0.0119","1","8","26","35","84.383","67","2009"
"35882","GEICO General Insurance Company","0.0122","15","211","222","448","1227.732","68","2009"
"22063","Government Employees Insurance Company","0.0153","7","210","268","485","457.169","69","2009"
"26263","Erie Insurance Company","0.0165","1","11","16","28","60.425","70","2009"
"22055","GEICO Indemnity Company","0.0198","12","131","205","348","605.301","71","2009"
"10914","Kemper Independence Insurance Company","0.0209","1","6","11","18","47.891","72","2009"
"14834","New York Central Mutual Fire Insurance Company","0.022","5","44","103","152","227.552","73","2009"
"15130","Encompass Indemnity Company","0.025","1","7","5","13","40.028","74","2009"
"25674","Travelers Property Casualty Company of America","0.0284","6","24","51","81","210.945","75","2009"
"10071","Encompass Insurance Company of America","0.0328","1","3","11","15","30.472","76","2009"
"40169","Metropolitan Casualty Insurance Company","0.0337","5","10","31","46","148.53","77","2009"
"16322","Progressive Direct Insurance Company","0.034","4","19","52","75","117.569","78","2009"
"25909","Unitrin Preferred Insurance Company","0.0354","1","2","6","9","28.214","79","2009"
"10212","Allmerica Financial Alliance Insurance Company","0.0373","2","5","8","15","53.64","80","2009"
"42919","Progressive Northwestern Insurance Company","0.0401","2","2","12","16","49.883","81","2009"
"25453","Nationwide Insurance Company of America","0.0406","3","3","10","16","73.873","82","2009"
"34339","Metropolitan Group Property and Casualty Insurance Company","0.0413","3","5","21","29","72.689","83","2009"
"25682","Travelers Indemnity Company of Connecticut","0.0426","1","2","1","4","23.468","84","2009"
"32786","Progressive Specialty Insurance Company","0.0444","1","0","7","8","22.534","85","2009"
"23035","Liberty Mutual Fire Insurance Company","0.0457","21","75","135","231","459.786","86","2009"
"29068","IDS Property Casualty Insurance Company","0.0473","1","3","1","5","21.141","87","2009"
"17230","Allstate Property and Casualty Insurance Company","0.051","25","14","55","94","490.044","88","2009"
"25941","United Services Automobile Association","0.053","5","12","24","41","94.419","89","2009"
"41483","Farmington Casualty Company","0.0544","1","8","9","18","18.38","90","2009"
"29939","Main Street America Assurance Company","0.0546","2","2","1","5","36.622","91","2009"
"16063","Unitrin Auto and Home Insurance Company","0.057","2","6","8","16","35.07","92","2009"
"33588","First Liberty Insurance Corporation","0.0605","1","3","8","12","16.537","93","2009"
"25178","State Farm Mutual Automobile Insurance Company","0.0623","60","298","252","610","962.945","94","2009"
"37834","Progressive Preferred Insurance Company","0.0631","9","14","48","71","142.531","95","2009"
"25143","State Farm Fire and Casualty Company","0.0675","10","18","50","78","148.124","96","2009"
"23779","Nationwide Mutual Fire Insurance Company","0.0707","2","6","17","25","28.282","97","2009"
"11000","Sentinel Insurance Company, Ltd.","0.0719","5","8","15","28","69.495","98","2009"
"25968","USAA Casualty Insurance Company","0.0732","6","8","18","32","81.938","99","2009"
"43974","21st Century Indemnity Insurance Company","0.0779","2","8","27","37","25.673","100","2009"
"11037","Eveready Insurance Company","0.0804","1","5","19","25","12.441","101","2009"
"37257","Praetorian Insurance Company","0.081","2","16","19","37","24.694","102","2009"
"21261","Electric Insurance Company","0.0861","1","0","11","12","11.613","103","2009"
